,Количество лайков,Количество треков,Количество альбомов,Жанры,Страница Википедии
Miss May I,8214,79,7,['metalcoregenre'],http://en.wikipedia.org/wiki/Miss May I
The Sundays,227,38,6,['pop'],http://en.wikipedia.org/wiki/The Sundays
Markus Schulz,99970,284,106,['trance'],http://en.wikipedia.org/wiki/Markus Schulz
Timo Maas,2376,143,30,"['electronics', 'house', 'dance']",http://en.wikipedia.org/wiki/Timo Maas
Il Divo,7235,125,5,"['pop', 'modern', 'vocal']",http://en.wikipedia.org/wiki/Il Divo
Dum Dum Girls,538,48,9,"['alternative', 'pop', 'rock']",http://en.wikipedia.org/wiki/Dum Dum Girls
Days of the New,341,39,3,"['rock', 'pop']",http://en.wikipedia.org/wiki/Days of the New
Pete Rock,1667,403,32,"['rap', 'pop', 'foreignrap']",http://en.wikipedia.org/wiki/Pete Rock
Marlena Shaw,978,127,10,['vocaljazz'],http://en.wikipedia.org/wiki/Marlena Shaw
Tesla,705,77,10,['hardrock'],http://en.wikipedia.org/wiki/Tesla (band)
Blackbird Blackbird,523,88,23,"['electronics', 'dance', 'alternative']",
Leon Bridges,71539,62,3,"['soul', 'rock', 'electronics']",http://en.wikipedia.org/wiki/Leon Bridges
Night Ranger,662,113,15,['hardrock'],http://en.wikipedia.org/wiki/Night Ranger
Glassjaw,1393,46,4,['posthardcore'],http://en.wikipedia.org/wiki/Glassjaw
Young Thug,91185,850,86,"['rap', 'foreignrap', 'rnb']",http://en.wikipedia.org/wiki/Young Thug
The Go‐Go’s,349,84,13,"['pop', 'rock', 'alternative']",http://en.wikipedia.org/wiki/The Go-Go's
Kittie,3610,54,7,['numetal'],http://en.wikipedia.org/wiki/Kittie
Ellen Allien,1024,224,55,['techno'],http://en.wikipedia.org/wiki/Ellen Allien
Orson,148,26,8,"['pop', 'alternative']",http://en.wikipedia.org/wiki/Orson (band)
Gregorian,30726,253,25,['newage'],http://en.wikipedia.org/wiki/Gregorian (band)
Nicky Romero,6626,120,51,"['dance', 'pop', 'electronics']",http://en.wikipedia.org/wiki/Nicky Romero
Dan Deacon,341,140,12,"['electronics', 'alternative', 'soundtrack']",http://en.wikipedia.org/wiki/Dan Deacon
Lindsey Stirling,204552,122,18,"['electronics', 'pop', 'modern']",http://en.wikipedia.org/wiki/Lindsey Stirling
The Summer Set,1146,75,8,"['alternative', 'pop', 'holiday']",http://en.wikipedia.org/wiki/The Summer Set
Jaheim,1010,110,16,"['rnb', 'dance', 'rap']",http://en.wikipedia.org/wiki/Jaheim
Chris Botti,6770,181,10,"['jazz', 'tradjazz', 'holiday']",http://en.wikipedia.org/wiki/Chris Botti
Neu!,6515,46,5,['experimental'],http://en.wikipedia.org/wiki/Neu!
Georg Philipp Telemann,35078,22250,959,"['classical', 'classicalmasterpieces', 'folk']",
Venom,5245,227,25,['classicmetal'],http://en.wikipedia.org/wiki/Venom (band)
Sentenced,2674,113,0,['gothicmetal'],http://en.wikipedia.org/wiki/Sentenced
The Internet,8049,61,0,"['soul', 'rap', 'rnb']",http://en.wikipedia.org/wiki/The Internet (band)
Eddy Grant,1433,69,8,"['pop', 'reggae', 'folk']",http://en.wikipedia.org/wiki/Eddy Grant
Jerry Cantrell,919,61,3,"['rock', 'soundtrack']",http://en.wikipedia.org/wiki/Jerry Cantrell
Loreen,7916,55,19,"['pop', 'dance', 'alternative']",http://en.wikipedia.org/wiki/Loreen (singer)
The Knocks,14302,206,66,"['electronics', 'dance', 'alternative']",http://en.wikipedia.org/wiki/The Knocks
The Gap Band,2980,91,15,"['rnb', 'pop', 'soul']",http://en.wikipedia.org/wiki/The Gap Band
Jónsi & Alex,186,1,0,[],
Laurent Wolf,2246,100,20,"['house', 'electronics', 'dance']",http://en.wikipedia.org/wiki/Laurent Wolf
Aaron Neville,666,305,35,"['rnb', 'pop', 'soul']",http://en.wikipedia.org/wiki/Aaron Neville
Gordon Lightfoot,346,285,34,"['folk', 'pop', 'foreignbard']",http://en.wikipedia.org/wiki/Gordon Lightfoot
Skylar Grey,6093,81,17,['pop'],http://en.wikipedia.org/wiki/Skylar Grey
Aiden,664,123,33,['posthardcore'],http://en.wikipedia.org/wiki/Aiden
Red House Painters,1075,57,7,"['alternative', 'rock']",http://en.wikipedia.org/wiki/Red House Painters
The Boy Least Likely To,36,64,16,"['alternative', 'pop', 'allrock']",http://en.wikipedia.org/wiki/The Boy Least Likely To
Agalloch,4841,55,7,['postmetal'],http://en.wikipedia.org/wiki/Agalloch
Nino Rota,2935,995,64,"['pop', 'soundtrack', 'films']",http://en.wikipedia.org/wiki/Nino Rota
Busted,205,61,13,"['pop', 'rock']",http://en.wikipedia.org/wiki/Busted (band)
The Blood Brothers,275,76,5,['posthardcore'],
Taylor Dayne,222,90,11,"['pop', 'dance', 'holiday']",http://en.wikipedia.org/wiki/Taylor Dayne
Arrested Development,176,162,19,"['rap', 'pop', 'tradjazz']",http://en.wikipedia.org/wiki/Arrested Development (group)
Roy Ayers,527,349,46,[],http://en.wikipedia.org/wiki/Roy Ayers
Randy Crawford,1102,196,19,"['pop', 'funk', 'holiday']",http://en.wikipedia.org/wiki/Randy Crawford
Alannah Myles,82816,65,12,"['rock', 'hardrock', 'blues']",http://en.wikipedia.org/wiki/Alannah Myles
Stacie Orrico,71,77,15,"['pop', 'holiday']",http://en.wikipedia.org/wiki/Stacie Orrico
Carolina Liar,1163,17,2,['pop'],http://en.wikipedia.org/wiki/Carolina Liar
Reba McEntire,380,445,62,"['country', 'holiday', 'pop']",http://en.wikipedia.org/wiki/Reba McEntire
NORMA JEAN,20397,122,12,['metalcoregenre'],http://en.wikipedia.org/wiki/Norma Jean (singer)
Norma Jean,20397,122,12,['metalcoregenre'],http://en.wikipedia.org/wiki/Norma Jean (singer)
Norma Jean Wright,1097,25,4,"['pop', 'rnb', 'electronics']",http://en.wikipedia.org/wiki/Norma Jean Wright
B.J. Thomas,311,182,16,"['pop', 'rock', 'holiday']",http://en.wikipedia.org/wiki/B. J. Thomas
Richard Hawley,635,105,22,[],http://en.wikipedia.org/wiki/Richard Hawley
Half Moon Run,1480,26,3,['indie'],http://en.wikipedia.org/wiki/Half Moon Run
RAC,628,178,33,"['electronics', 'alternative', 'classical']",http://en.wikipedia.org/wiki/RAC (musician)
Michael Sembello,1023,42,5,"['rock', 'dance', 'soul']",http://en.wikipedia.org/wiki/Michael Sembello
No Age,232,83,10,"['rock', 'alternative', 'punk']",http://en.wikipedia.org/wiki/No Age
Hoodie Allen,393,63,11,"['rap', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Hoodie Allen
Todd Terje,2932,68,18,['disco'],http://en.wikipedia.org/wiki/Todd Terje
Amadou & Mariam,1036,189,29,"['folk', 'pop', 'house']",http://en.wikipedia.org/wiki/Amadou & Mariam
David Holmes,1736,217,14,['triphopgenre'],http://en.wikipedia.org/wiki/David Holmes (musician)
Datsik,15259,57,9,"['dubstep', 'dance', 'electronics']",http://en.wikipedia.org/wiki/Datsik (musician)
Clinic,660,149,23,"['alternative', 'indie']",http://en.wikipedia.org/wiki/Clinic (band)
Pete Murray,122,65,0,"['pop', 'folk', 'foreignbard']",http://en.wikipedia.org/wiki/Pete Murray (Australian singer-songwriter)
Bobby Brown,1293,190,26,"['rnb', 'rap', 'pop']",http://en.wikipedia.org/wiki/Bobby Brown
Lee Brice,284,100,18,"['country', 'holiday', 'pop']",http://en.wikipedia.org/wiki/Lee Brice
matt pond PA,57,41,4,"['rock', 'foreignbard', 'indie']",http://en.wikipedia.org/wiki/Matt Pond PA
Hot Chelle Rae,300,31,5,"['pop', 'rock', 'rap']",http://en.wikipedia.org/wiki/Hot Chelle Rae
k.d. lang,547,208,24,['foreignbard'],http://en.wikipedia.org/wiki/K.d. lang
Asobi Seksu,530,48,11,"['alternative', 'pop', 'rock']",http://en.wikipedia.org/wiki/Asobi Seksu
LEN,8,34,9,['rap'],http://en.wikipedia.org/wiki/Len (band)
Shearwater,413,138,19,"['alternative', 'rock']",http://en.wikipedia.org/wiki/Shearwater (band)
Jodeci,397,96,10,"['rnb', 'rap', 'pop']",http://en.wikipedia.org/wiki/Jodeci
Catch 22,9834,68,7,"['rock', 'punk', 'alternative']",http://en.wikipedia.org/wiki/Catch 22 (band)
Dawes,437,77,16,"['alternative', 'rock']",http://en.wikipedia.org/wiki/Dawes (band)
Tim Berg,2983,23,5,"['electronics', 'house']",http://en.wikipedia.org/wiki/Avicii
Edward Maya,11238,280,84,"['electronics', 'dance', 'soundtrack']",http://en.wikipedia.org/wiki/Edward Maya
Us3,1385,114,14,"['rap', 'jazz', 'soul']",http://en.wikipedia.org/wiki/Us3
Right Said Fred,276,129,28,"['pop', 'dance', 'electronics']",http://en.wikipedia.org/wiki/Right Said Fred
Yuck,238,45,4,"['alternative', 'rock', 'indie']",http://en.wikipedia.org/wiki/Yuck (band)
Tony Yayo,864,130,21,"['rap', 'foreignrap', 'pop']",http://en.wikipedia.org/wiki/Tony Yayo
A Rocket to the Moon,454,39,7,['alternative'],http://en.wikipedia.org/wiki/A Rocket to the Moon
Boyzone,625,131,30,"['pop', 'rap', 'reggae']",http://en.wikipedia.org/wiki/Boyzone
Yuksek,42046,208,45,"['electronics', 'dance', 'house']",http://en.wikipedia.org/wiki/Yuksek
久石譲,15936,501,42,"['modern', 'japanesepop', 'soundtrack']",http://en.wikipedia.org/wiki/Joe Hisaishi
Wolf Alice,10218,55,10,['indie'],http://en.wikipedia.org/wiki/Wolf Alice
Paulina Rubio,899,161,22,"['pop', 'latinfolk', 'electronics']",http://en.wikipedia.org/wiki/Paulina Rubio
Emilie Autumn,2860,125,11,"['classical', 'industrial', 'alternative']",http://en.wikipedia.org/wiki/Emilie Autumn
Fuck Buttons,16728,22,6,['experimental'],http://en.wikipedia.org/wiki/Fuck Buttons
Carcass,6933,90,11,['deathmetal'],http://en.wikipedia.org/wiki/Carcass (band)
Josh Kelley,64,140,23,"['foreignbard', 'country', 'pop']",http://en.wikipedia.org/wiki/Josh Kelley
These New Puritans,576,86,15,"['alternative', 'rock', 'indie']",http://en.wikipedia.org/wiki/These New Puritans
Adiemus,2759,98,7,['newage'],http://en.wikipedia.org/wiki/Adiemus (albums)
Thomas Dolby,179,86,15,"['pop', 'electronics']",http://en.wikipedia.org/wiki/Thomas Dolby
The American Analog Set,80,38,4,"['rock', 'indie']",http://en.wikipedia.org/wiki/The American Analog Set
Zomboy,29440,79,23,"['electronics', 'experimental', 'dubstep']",http://en.wikipedia.org/wiki/Zomboy
Adam Green,361,134,13,[],http://en.wikipedia.org/wiki/Adam Green (musician)
Glenn Gould,13712,3280,114,"['classical', 'classicalmasterpieces', 'rnb']",http://en.wikipedia.org/wiki/Glenn Gould
John Mayer Trio,3,19,2,['jazz'],
Annihilator,8196,208,23,['thrashmetal'],http://en.wikipedia.org/wiki/Annihilator (band)
Japan,1276,83,10,"['pop', 'dance', 'folk']",http://en.wikipedia.org/wiki/Japan (band)
DJ Vadim,35842,516,65,['triphopgenre'],http://en.wikipedia.org/wiki/DJ Vadim
Sir Arthur Bliss,2,134,10,[],http://en.wikipedia.org/wiki/Arthur Bliss
Bliss,1493,87,12,['electronics'],
After Forever,6126,32,2,['epicmetal'],http://en.wikipedia.org/wiki/After Forever
Petey Pablo,529,167,25,"['rap', 'foreignrap', 'pop']",http://en.wikipedia.org/wiki/Petey Pablo
Alison Moyet,265,101,6,"['pop', 'rock', 'electronics']",http://en.wikipedia.org/wiki/Alison Moyet
Rank 1,2412,59,23,"['trance', 'dance', 'house']",http://en.wikipedia.org/wiki/Rank 1
Way Out West,1712,147,18,['breakbeatgenre'],http://en.wikipedia.org/wiki/Way Out West (duo)
The Statler Brothers,2962,313,32,"['country', 'pop', 'holiday']",http://en.wikipedia.org/wiki/The Statler Brothers
Ugly Casanova,57,25,1,['rock'],http://en.wikipedia.org/wiki/Ugly Casanova
MisterWives,1762,77,17,['indie'],http://en.wikipedia.org/wiki/MisterWives
Astor Piazzolla,15794,2265,366,"['latinfolk', 'jazz', 'folk']",http://en.wikipedia.org/wiki/Astor Piazzolla
Jon Kennedy,2,155,14,"['indie', 'folk', 'amerfolk']",http://en.wikipedia.org/wiki/John Kennedy (Australian musician)
New Politics,12880,53,9,['indie'],http://en.wikipedia.org/wiki/New Politics (band)
Masta Ace,297,284,21,"['rap', 'foreignrap']",http://en.wikipedia.org/wiki/Masta Ace
iamamiwhoami,3908,89,16,"['electronics', 'pop', 'soul']",http://en.wikipedia.org/wiki/Iamamiwhoami
Consequence,69,149,44,"['rap', 'dnb', 'electronics']",http://en.wikipedia.org/wiki/Consequence (rapper)
Otto Knows,371,30,14,"['dance', 'electronics', 'pop']",http://en.wikipedia.org/wiki/Otto Knows
Smith Westerns,126,10,1,"['alternative', 'rock']",http://en.wikipedia.org/wiki/Smith Westerns
J-Kwon,15567,80,10,"['rap', 'pop', 'foreignrap']",http://en.wikipedia.org/wiki/J-Kwon
Daedelus,354,345,39,"['electronics', 'jazz', 'rap']",http://en.wikipedia.org/wiki/Daedelus (musician)
Shuggie Otis,646,167,14,"['rnb', 'blues', 'funk']",http://en.wikipedia.org/wiki/Shuggie Otis
George Thorogood & the Destroyers,17654,195,29,"['rock', 'blues', 'pop']",http://en.wikipedia.org/wiki/George Thorogood
The Stills,73,40,11,"['rock', 'alternative']",http://en.wikipedia.org/wiki/The Stills
Peace Orchestra,173,6,0,[],http://en.wikipedia.org/wiki/Peace Orchestra
Blossom Dearie,9425,542,123,['vocaljazz'],http://en.wikipedia.org/wiki/Blossom Dearie
Baroness,7971,76,9,['sludgemetal'],http://en.wikipedia.org/wiki/Baroness (band)
Blue States,405,115,12,['triphopgenre'],
Xandria,33904,92,9,['epicmetal'],http://en.wikipedia.org/wiki/Xandria
MKTO,632,21,4,['pop'],http://en.wikipedia.org/wiki/MKTO
Vanessa Williams,2965,140,14,"['pop', 'rnb', 'rap']",http://en.wikipedia.org/wiki/Vanessa Williams
Onyx,61884,342,52,"['rap', 'foreignrap', 'jazz']",http://en.wikipedia.org/wiki/Onyx (hip hop group)
Groundation,3803,187,17,"['reggae', 'dub']",http://en.wikipedia.org/wiki/Groundation
Peter Fox,390,17,2,"['pop', 'rap']",http://en.wikipedia.org/wiki/Peter Fox (musician)
The Bluetones,171,139,15,"['rock', 'blues', 'pop']",http://en.wikipedia.org/wiki/The Bluetones
Woods,137,61,9,['rock'],http://en.wikipedia.org/wiki/Torsten Stenzel
The Kingsmen,282,79,5,"['rock', 'rnr']",http://en.wikipedia.org/wiki/The Kingsmen
Poe,219,68,19,"['rap', 'rock', 'folk']",http://en.wikipedia.org/wiki/Poe (singer)
Cornelius,214,96,10,"['alternative', 'electronics', 'rock']",
Capleton,4151,821,109,"['reggae', 'reggaeton', 'house']",http://en.wikipedia.org/wiki/Capleton
The Waterboys,375,295,15,['folkrock'],http://en.wikipedia.org/wiki/The Waterboys
Lene Marlin,1574,55,8,['pop'],http://en.wikipedia.org/wiki/Lene Marlin
BADBADNOTGOOD,12138,80,25,['conjazz'],http://en.wikipedia.org/wiki/BadBadNotGood
Yves Larock,937,141,77,"['dance', 'electronics', 'house']",http://en.wikipedia.org/wiki/Yves Larock
The Boxer Rebellion,839,58,9,"['alternative', 'foreignbard', 'rock']",http://en.wikipedia.org/wiki/The Boxer Rebellion (band)
Celia Cruz,387,2057,266,[],http://en.wikipedia.org/wiki/Celia Cruz
Dethklok,41894,60,4,['deathmetal'],http://en.wikipedia.org/wiki/Dethklok
The Sea and Cake,87,120,13,['alternative'],http://en.wikipedia.org/wiki/The Sea and Cake
Machine Gun Kelly,92630,200,26,"['rap', 'alternative', 'foreignrap']",http://en.wikipedia.org/wiki/Machine Gun Kelly (musician)
The Archies,230,163,18,"['pop', 'estrada', 'vocal']",http://en.wikipedia.org/wiki/The Archies
Vanessa Paradis,11369,165,19,"['pop', 'estrada', 'animated']",http://en.wikipedia.org/wiki/Vanessa Paradis
Collie Buddz,17129,129,34,"['reggae', 'rap', 'pop']",http://en.wikipedia.org/wiki/Collie Buddz
Tristania,5509,43,6,['gothicmetal'],http://en.wikipedia.org/wiki/Tristania (band)
Rufio,511,58,5,['punk'],http://en.wikipedia.org/wiki/Rufio
Pain of Salvation,5532,142,0,['progmetal'],http://en.wikipedia.org/wiki/Pain of Salvation
Kronos Quartet,1263,635,73,"['classical', 'folk', 'classicalmasterpieces']",http://en.wikipedia.org/wiki/Kronos Quartet
Charles Aznavour,49075,2123,355,['estrada'],http://en.wikipedia.org/wiki/Charles Aznavour
The Hush Sound,179,37,3,"['indie', 'rock', 'alternative']",http://en.wikipedia.org/wiki/The Hush Sound
Walk off the Earth,5816,128,61,['indie'],http://en.wikipedia.org/wiki/Walk off the Earth
Desire,0,0,0,[],
The Vamps,7672,125,18,"['pop', 'dance', 'house']",http://en.wikipedia.org/wiki/The Vamps (British band)
Too $hort,1240,828,94,"['rap', 'rnb', 'electronics']",http://en.wikipedia.org/wiki/Too Short
Angel Olsen,2020,101,16,['indie'],http://en.wikipedia.org/wiki/Angel Olsen
Charles Hamilton,65,103,17,"['rap', 'soul', 'jazz']",http://en.wikipedia.org/wiki/Charles Hamilton (rapper)
RY X,6585,93,27,['indie'],http://en.wikipedia.org/wiki/RY X
Manfred Mann’s Earth Band,3523,209,26,"['rock', 'dance', 'prog']",http://en.wikipedia.org/wiki/Manfred Mann's Earth Band
The Holloways,81,34,6,"['rock', 'alternative']",http://en.wikipedia.org/wiki/The Holloways
Belinda,272,240,30,"['pop', 'latinfolk', 'dance']",http://en.wikipedia.org/wiki/Belinda Peregrín
Israel Vibration,1356,145,13,['reggae'],http://en.wikipedia.org/wiki/Israel Vibration
The Rembrandts,728,73,11,"['rock', 'tvseries', 'alternative']",http://en.wikipedia.org/wiki/The Rembrandts
The Thermals,183,99,15,"['alternative', 'rock']",http://en.wikipedia.org/wiki/The Thermals
4hero,304,86,8,"['dance', 'rnb', 'pop']",http://en.wikipedia.org/wiki/4hero
Gene Vincent,35546,1062,189,"['rock', 'rnr', 'pop']",http://en.wikipedia.org/wiki/Gene Vincent
The Skatalites,16807,474,40,['ska'],http://en.wikipedia.org/wiki/The Skatalites
R3HAB,55895,266,119,"['dance', 'pop', 'electronics']",http://en.wikipedia.org/wiki/R3hab
Земфира,3556380,150,19,['rusrock'],http://en.wikipedia.org/wiki/Zemfira
Alice Russell,921,162,24,"['rnb', 'funk', 'electronics']",http://en.wikipedia.org/wiki/Alice Russell (singer)
Andy Grammer,999,67,15,"['pop', 'dance']",http://en.wikipedia.org/wiki/Andy Grammer
Husky Rescue,3065,66,15,['triphopgenre'],http://en.wikipedia.org/wiki/Husky Rescue
Sandra,109067,185,28,"['pop', 'electronics']",http://en.wikipedia.org/wiki/Sandra (singer)
Sandra Lauer,109067,185,28,"['pop', 'electronics']",http://en.wikipedia.org/wiki/Sandra (singer)
Agnes,2541,107,22,"['pop', 'edmgenre', 'dance']",
Agnès,2541,107,22,"['pop', 'edmgenre', 'dance']",
Esthero,93,74,9,"['pop', 'country', 'alternative']",http://en.wikipedia.org/wiki/Esthero
Joe Dassin,378921,278,2,"['estrada', 'electronics']",http://en.wikipedia.org/wiki/Joe Dassin
Ben Harper & The Innocent Criminals,49,55,5,"['rock', 'pop', 'alternative']",http://www.wikidata.org/wiki/q3521391
Danko Jones,856,90,13,"['rock', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Danko Jones
Bear’s Den,1762,87,17,['indie'],http://en.wikipedia.org/wiki/Bear's Den (band)
David Arkenstone,4064,637,76,['newage'],http://en.wikipedia.org/wiki/David Arkenstone
Planet Funk,3214,38,7,"['pop', 'electronics', 'house']",http://en.wikipedia.org/wiki/Planet Funk
Grinderman,789,14,2,"['rock', 'pop']",http://en.wikipedia.org/wiki/Grinderman
Patty Griffin,115,113,14,['foreignbard'],http://en.wikipedia.org/wiki/Patty Griffin
Teddy Geiger,66,33,5,"['alternative', 'foreignbard', 'dance']",http://en.wikipedia.org/wiki/Teddy Geiger
Lustra,13817,47,6,"['rock', 'punk', 'alternative']",http://en.wikipedia.org/wiki/Lustra (band)
Yuna,1921,118,32,[],http://en.wikipedia.org/wiki/Yuna (singer)
Soap&Skin,1778,2,1,"['rock', 'electronics']",http://en.wikipedia.org/wiki/Soap&Skin
Suicide,23757,111,15,"['electronics', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Suicide (band)
Brigitte Bardot,3625,244,41,"['pop', 'estrada', 'films']",http://en.wikipedia.org/wiki/Brigitte Bardot
Bleeding Through,1040,76,8,['metalcoregenre'],http://en.wikipedia.org/wiki/Bleeding Through
Fu Manchu,1901,146,23,['stonerrock'],http://en.wikipedia.org/wiki/Fu Manchu (band)
Strung Out,609,166,16,"['rock', 'punk']",http://en.wikipedia.org/wiki/Strung Out
Lasgo,1635,91,22,"['dance', 'electronics', 'trance']",
Jasmine Thompson,110774,122,57,"['pop', 'dance', 'foreignbard']",http://en.wikipedia.org/wiki/Jasmine Thompson
Mase,192,123,16,"['rap', 'pop', 'dance']",http://en.wikipedia.org/wiki/Mase
Soda Stereo,424,130,0,"['latinfolk', 'pop']",http://en.wikipedia.org/wiki/Soda Stereo
The Birthday Massacre,27367,106,15,"['alternative', 'rock']",http://en.wikipedia.org/wiki/The Birthday Massacre
Wynton Marsalis,795,773,45,"['jazz', 'classical', 'pop']",http://en.wikipedia.org/wiki/Wynton Marsalis
Lil Uzi Vert,111652,243,39,"['rap', 'foreignrap', 'dance']",http://en.wikipedia.org/wiki/Lil Uzi Vert
Veruca Salt,362,44,5,"['rock', 'indie', 'alternative']",http://en.wikipedia.org/wiki/Veruca Salt
Tweet,48,81,8,"['soul', 'rap', 'pop']",http://en.wikipedia.org/wiki/Tweet (singer)
Penguin Cafe Orchestra,331,78,12,"['relax', 'alternative']",http://en.wikipedia.org/wiki/Penguin Cafe Orchestra
Mungo Jerry,1851,390,38,"['rock', 'pop', 'blues']",http://en.wikipedia.org/wiki/Mungo Jerry
John Murphy,7956,207,24,"['electronics', 'soundtrack', 'alternative']",http://www.wikidata.org/wiki/q21462702
Kill Hannah,349,65,8,"['alternative', 'rock']",http://en.wikipedia.org/wiki/Kill Hannah
Miss Kittin,1858,188,45,"['dance', 'electronics', 'house']",http://en.wikipedia.org/wiki/Miss Kittin
