,Количество лайков,Количество треков,Количество альбомов,Жанры,Страница Википедии
The Specials,21348,231,36,['ska'],http://en.wikipedia.org/wiki/The Specials
Basshunter,75973,72,11,['edmgenre'],http://en.wikipedia.org/wiki/Basshunter
Nena,3881,382,36,"['pop', 'rock', 'children']",http://en.wikipedia.org/wiki/Nena (band)
The Antlers,969,5,1,"['alternative', 'rock', 'indie']",http://en.wikipedia.org/wiki/The Antlers (band)
John Frusciante,9437,154,15,['indie'],http://en.wikipedia.org/wiki/John Frusciante
DragonForce,26417,84,13,['epicmetal'],http://en.wikipedia.org/wiki/DragonForce
St Germain,712,41,9,"['electronics', 'house']",http://en.wikipedia.org/wiki/St Germain (musician)
Phantogram,37940,69,12,['indie'],http://en.wikipedia.org/wiki/Phantogram (band)
Charles Mingus,4597,1847,320,['bebopgenre'],http://en.wikipedia.org/wiki/Charles Mingus
Dexys Midnight Runners,4448,76,7,"['pop', 'newwave', 'rock']",http://en.wikipedia.org/wiki/Dexys Midnight Runners
Koop,4479,38,6,['lounge'],http://en.wikipedia.org/wiki/Koop (band)
Little Boots,1254,119,35,"['pop', 'electronics', 'dance']",http://en.wikipedia.org/wiki/Little Boots
Primus,4988,126,14,"['rock', 'pop', 'prog']",http://en.wikipedia.org/wiki/Primus (band)
Senses Fail,1734,125,17,['posthardcore'],http://en.wikipedia.org/wiki/Senses Fail
Black Kids,294,11,1,"['alternative', 'pop']",http://en.wikipedia.org/wiki/Black Kids
Mew,1336,82,4,['alternative'],http://en.wikipedia.org/wiki/Mew (band)
Gotan Project,3805,97,11,['lounge'],http://en.wikipedia.org/wiki/Gotan Project
First Aid Kit,12209,51,7,['indie'],http://en.wikipedia.org/wiki/First Aid Kit (band)
Dixie Chicks,510,29,0,"['country', 'pop']",http://en.wikipedia.org/wiki/The Chicks
Stan Getz,27929,3815,581,['bebopgenre'],http://en.wikipedia.org/wiki/Stan Getz
At the Drive‐In,8517,32,4,['posthardcore'],http://en.wikipedia.org/wiki/At the Drive-In
Keyshia Cole,26889,139,12,"['rnb', 'rap', 'soul']",http://en.wikipedia.org/wiki/Keyshia Cole
Frankie Goes to Hollywood,1262,58,10,"['rock', 'pop', 'dance']",http://en.wikipedia.org/wiki/Frankie Goes to Hollywood
Future,203384,1009,80,"['rap', 'foreignrap', 'rnb']",http://en.wikipedia.org/wiki/Future (rapper)
Ashley Tisdale,5682,75,15,"['pop', 'dance', 'electronics']",http://en.wikipedia.org/wiki/Ashley Tisdale
Sleigh Bells,1342,12,2,"['alternative', 'rock']",http://en.wikipedia.org/wiki/Sleigh Bells (band)
The Mountain Goats,604,184,22,['indie'],http://en.wikipedia.org/wiki/The Mountain Goats
Harry Nilsson,23,78,2,"['pop', 'rock']",
Le Tigre,3548,32,2,"['alternative', 'pop']",http://en.wikipedia.org/wiki/Le Tigre
“Weird Al” Yankovic,2429,180,4,"['pop', 'rock']","http://en.wikipedia.org/wiki/""Weird Al"" Yankovic"
God Is an Astronaut,573566,104,13,['postrock'],http://en.wikipedia.org/wiki/God Is an Astronaut
Madvillain,1900,71,6,['rap'],http://en.wikipedia.org/wiki/Madvillain
Isaac Hayes,2853,231,27,"['rnb', 'soul', 'pop']",http://en.wikipedia.org/wiki/Isaac Hayes
Wyclef Jean,10762,272,46,"['rap', 'pop', 'dance']",http://en.wikipedia.org/wiki/Wyclef Jean
They Might Be Giants,896,483,42,"['alternative', 'rock']",http://en.wikipedia.org/wiki/They Might Be Giants
Rita Ora,133654,98,19,"['pop', 'dance', 'rap']",http://en.wikipedia.org/wiki/Rita Ora
Eve 6,399,62,10,"['rock', 'pop', 'punk']",http://en.wikipedia.org/wiki/Eve 6
Bobby Darin,6254,1355,257,['tradjazz'],http://en.wikipedia.org/wiki/Bobby Darin
Stromae,350631,49,10,"['dance', 'pop', 'electronics']",http://en.wikipedia.org/wiki/Stromae
Something Corporate,277,37,4,"['rock', 'pop', 'punk']",http://en.wikipedia.org/wiki/Something Corporate
The Go! Team,450,94,19,"['alternative', 'pop', 'rock']",http://en.wikipedia.org/wiki/The Go! Team
Say Anything,352,155,9,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Say Anything (band)
Minus the Bear,370,107,15,"['alternative', 'rock', 'indie']",http://en.wikipedia.org/wiki/Minus the Bear
Perry Como,190799,2472,381,['vocaljazz'],http://en.wikipedia.org/wiki/Perry Como
Brenda Lee,44596,784,171,['vocaljazz'],http://en.wikipedia.org/wiki/Brenda Lee
HAIM,17991,78,16,"['indie', 'edmgenre', 'alternative']",http://en.wikipedia.org/wiki/Haim (band)
Flux Pavilion,326790,132,36,['edmgenre'],http://en.wikipedia.org/wiki/Flux Pavilion
Solange,23777,110,17,"['dance', 'rnb', 'pop']",http://en.wikipedia.org/wiki/Solange Knowles
Jonas Brothers,32315,94,27,"['pop', 'holiday', 'dance']",http://en.wikipedia.org/wiki/Jonas Brothers
Julie London,137605,875,269,['vocaljazz'],http://en.wikipedia.org/wiki/Julie London
The Head and the Heart,3165,49,11,['indie'],http://en.wikipedia.org/wiki/The Head and the Heart
Gary Moore,192472,290,44,"['rock', 'blues', 'hardrock']",http://en.wikipedia.org/wiki/Gary Moore
Funeral for a Friend,4705,102,25,['posthardcore'],http://en.wikipedia.org/wiki/Funeral for a Friend
The Weepies,1521,79,8,['indie'],http://en.wikipedia.org/wiki/The Weepies
The Rakes,265,5,0,[],http://en.wikipedia.org/wiki/The Rakes
Donavon Frankenreiter,276,128,29,['foreignbard'],http://en.wikipedia.org/wiki/Donavon Frankenreiter
Pennywise,14759,193,17,['punk'],http://en.wikipedia.org/wiki/Pennywise (band)
Mystery Jets,834,111,24,['indie'],http://en.wikipedia.org/wiki/Mystery Jets
Neon Indian,805,3,1,['alternative'],http://en.wikipedia.org/wiki/Neon Indian
The Alan Parsons Project,20501,104,2,"['rock', 'pop']",http://en.wikipedia.org/wiki/The Alan Parsons Project
Spandau Ballet,23206,95,19,"['pop', 'rock', 'dance']",http://en.wikipedia.org/wiki/Spandau Ballet
Yo Gotti,6969,866,72,"['rap', 'rnb', 'dance']",http://en.wikipedia.org/wiki/Yo Gotti
MC Hammer,12811,52,11,"['rap', 'pop', 'electronics']",http://en.wikipedia.org/wiki/MC Hammer
Okkervil River,299,136,25,['indie'],http://en.wikipedia.org/wiki/Okkervil River
Blackstreet,1822,97,10,"['rnb', 'pop', 'rap']",http://en.wikipedia.org/wiki/Blackstreet
Jimmy Cliff,12461,231,31,"['reggae', 'ska', 'pop']",http://en.wikipedia.org/wiki/Jimmy Cliff
Cold,7692,74,8,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/Cold (band)
Juelz Santana,486,288,29,"['rap', 'soul', 'foreignrap']",http://en.wikipedia.org/wiki/Juelz Santana
Sugar Ray,525,170,18,['rock'],http://en.wikipedia.org/wiki/Sugar Ray
Sugar Ray Norcia,5,28,1,['blues'],http://en.wikipedia.org/wiki/Sugar Ray Norcia
Buena Vista Social Club,16176,47,4,"['folk', 'latinfolk']",http://en.wikipedia.org/wiki/Buena Vista Social Club
4 Non Blondes,1934,13,2,"['rap', 'alternative']",http://en.wikipedia.org/wiki/4 Non Blondes
Dierks Bentley,2452,152,21,"['country', 'pop', 'holiday']",http://en.wikipedia.org/wiki/Dierks Bentley
Sevendust,4112,137,21,['numetal'],http://en.wikipedia.org/wiki/Sevendust
Panda Bear,723,69,15,['indie'],http://en.wikipedia.org/wiki/Panda Bear (musician)
Cocteau Twins,32211,140,20,"['rock', 'newwave', 'electronics']",http://en.wikipedia.org/wiki/Cocteau Twins
Them Crooked Vultures,1871,13,1,['alternative'],http://en.wikipedia.org/wiki/Them Crooked Vultures
Archive,10310,105,13,['triphopgenre'],http://en.wikipedia.org/wiki/Archive (band)
Toro y Moi,2746,123,22,['indie'],http://en.wikipedia.org/wiki/Toro y Moi
Diplo,81181,319,64,['edmgenre'],http://en.wikipedia.org/wiki/Diplo
Rachael Yamagata,733,87,10,"['pop', 'folk', 'foreignbard']",http://en.wikipedia.org/wiki/Rachael Yamagata
The Raveonettes,3033,136,15,['indie'],http://en.wikipedia.org/wiki/The Raveonettes
Best Coast,1383,74,10,"['alternative', 'holiday', 'pop']",http://en.wikipedia.org/wiki/Best Coast
The Avett Brothers,340,171,22,"['rock', 'country', 'folk']",http://en.wikipedia.org/wiki/The Avett Brothers
D'angelo,11906,142,14,"['rnb', 'funk', 'rap']",http://en.wikipedia.org/wiki/D'Angelo
Boys Noize,160178,193,67,"['electronics', 'dance', 'techno']",http://en.wikipedia.org/wiki/Boys Noize
Godspeed You! Black Emperor,29893,39,8,['postrock'],http://en.wikipedia.org/wiki/Godspeed You! Black Emperor
Death in Vegas,3070,60,7,['triphopgenre'],http://en.wikipedia.org/wiki/Death in Vegas
Blue Foundation,14678,143,27,['triphopgenre'],http://en.wikipedia.org/wiki/Blue Foundation
Less Than Jake,12104,175,19,"['rock', 'ska', 'punk']",http://en.wikipedia.org/wiki/Less Than Jake
Manchester Orchestra,5024,138,25,['indie'],http://en.wikipedia.org/wiki/Manchester Orchestra
Janelle Monáe,32028,114,22,"['rnb', 'dance', 'pop']",http://en.wikipedia.org/wiki/Janelle Monáe
Helloween,62124,266,27,['epicmetal'],http://en.wikipedia.org/wiki/Helloween
We the Kings,824,111,23,"['alternative', 'pop', 'holiday']",http://en.wikipedia.org/wiki/We the Kings
The Avalanches,1780,88,6,"['electronics', 'alternative', 'indie']",http://en.wikipedia.org/wiki/The Avalanches
The Zutons,191,41,0,"['pop', 'indie']",http://en.wikipedia.org/wiki/The Zutons
Fear Factory,41281,170,18,['industrial'],http://en.wikipedia.org/wiki/Fear Factory
Arch Enemy,38120,156,4,['deathmetal'],http://en.wikipedia.org/wiki/Arch Enemy
Flunk,1290,108,20,['triphopgenre'],http://en.wikipedia.org/wiki/Flunk
Yelle,3550,70,17,"['electronics', 'pop', 'dance']",http://en.wikipedia.org/wiki/Yelle
Matt Costa,78,136,17,"['folk', 'rock', 'alternative']",http://en.wikipedia.org/wiki/Matt Costa
Nazareth,196112,316,38,['hardrock'],http://en.wikipedia.org/wiki/Nazareth (band)
Felix Mendelssohn,91900,28652,2960,"['classical', 'classicalmasterpieces', 'pop']",
The Civil Wars,1392,30,3,"['alternative', 'folk', 'pop']",http://en.wikipedia.org/wiki/The Civil Wars
Young Buck,4800,996,168,"['rap', 'foreignrap', 'dance']",http://en.wikipedia.org/wiki/Young Buck
Gogol Bordello,45766,41,6,"['punk', 'dance']",http://en.wikipedia.org/wiki/Gogol Bordello
Jessica Simpson,765,80,2,"['pop', 'country', 'holiday']",http://en.wikipedia.org/wiki/Jessica Simpson
Luke Bryan,1785,148,18,"['country', 'pop']",http://en.wikipedia.org/wiki/Luke Bryan
Alan Jackson,89532,270,12,"['country', 'holiday', 'pop']",http://en.wikipedia.org/wiki/Alan Jackson
You Me at Six,5831,91,22,"['rock', 'alternative', 'pop']",http://en.wikipedia.org/wiki/You Me at Six
Crystal Fighters,1078,58,12,"['dance', 'electronics', 'pop']",http://en.wikipedia.org/wiki/Crystal Fighters
Faith Hill,545,122,15,"['country', 'pop']",http://en.wikipedia.org/wiki/Faith Hill
Rob Thomas,2077,189,27,"['pop', 'dance', 'jazz']",http://en.wikipedia.org/wiki/Rob Thomas (musician)
Warpaint,3640,64,14,['indie'],http://en.wikipedia.org/wiki/Warpaint (band)
Danzig,3876,114,12,['classicmetal'],http://en.wikipedia.org/wiki/Danzig (band)
J. Holiday,36,40,5,"['pop', 'rnb']",
Caesars,5876,97,17,"['rock', 'pop']",http://en.wikipedia.org/wiki/Caesars (band)
Rick Astley,8111,102,23,"['pop', 'dance', 'alternative']",http://en.wikipedia.org/wiki/Rick Astley
Bob Seger,1095,76,5,"['rock', 'soundtrack']",http://en.wikipedia.org/wiki/Bob Seger
2 Chainz,84056,723,96,['foreignrap'],http://en.wikipedia.org/wiki/2 Chainz
Augustana,400,69,11,"['alternative', 'rock', 'pop']",http://en.wikipedia.org/wiki/Augustana (band)
Black Label Society,7027,176,19,['classicmetal'],http://en.wikipedia.org/wiki/Black Label Society
The Pharcyde,1903,101,7,['rap'],http://en.wikipedia.org/wiki/The Pharcyde
Meek Mill,39504,594,58,"['rap', 'pop', 'rnb']",http://en.wikipedia.org/wiki/Meek Mill
Little Richard,194873,1017,238,"['rock', 'rnr', 'pop']",http://en.wikipedia.org/wiki/Little Richard
Сергей Васильевич Рахманинов,250874,22015,1924,"['classical', 'classicalmasterpieces', 'pop']",
Canned Heat,2853,403,59,"['rock', 'blues', 'pop']",http://en.wikipedia.org/wiki/Canned Heat
Talk Talk,2524,51,12,"['pop', 'rock', 'dance']",http://en.wikipedia.org/wiki/Talk Talk
Patrick Wolf,2113,84,11,"['pop', 'alternative', 'rock']",http://en.wikipedia.org/wiki/Patrick Wolf
Blind Guardian,37824,177,22,['epicmetal'],http://en.wikipedia.org/wiki/Blind Guardian
Marcy Playground,453,69,9,"['alternative', 'pop']",http://en.wikipedia.org/wiki/Marcy Playground
Vertical Horizon,489,72,6,"['alternative', 'rock', 'pop']",http://en.wikipedia.org/wiki/Vertical Horizon
Skunk Anansie,4475,107,23,['alternative'],http://en.wikipedia.org/wiki/Skunk Anansie
Joanna Newsom,524,49,5,['foreignbard'],http://en.wikipedia.org/wiki/Joanna Newsom
Charlie Parker,19231,3919,614,['bebopgenre'],http://en.wikipedia.org/wiki/Charlie Parker
Band of Skulls,2913,38,10,['rock'],http://en.wikipedia.org/wiki/Band of Skulls
Alexisonfire,5472,65,17,['posthardcore'],http://en.wikipedia.org/wiki/Alexisonfire
Saosin,9225,55,10,['posthardcore'],http://en.wikipedia.org/wiki/Saosin
Low,0,2,2,['pop'],
Andrea Bocelli,97029,598,67,['vocal'],http://en.wikipedia.org/wiki/Andrea Bocelli
Fischerspooner,1868,72,16,"['pop', 'dance', 'electronics']",http://en.wikipedia.org/wiki/Fischerspooner
Trentemøller,9191,177,44,"['electronics', 'alternative', 'rock']",http://en.wikipedia.org/wiki/Trentemøller
Fountains of Wayne,675,89,7,"['pop', 'rock', 'alternative']",http://en.wikipedia.org/wiki/Fountains of Wayne
Miranda Lambert,1121,142,3,"['country', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Miranda Lambert
James,35815,115,8,"['pop', 'dance', 'foreignbard']",http://en.wikipedia.org/wiki/James Arthur
Peter Tosh,13923,153,18,"['reggae', 'rock']",http://en.wikipedia.org/wiki/Peter Tosh
Uriah Heep,79378,311,56,['hardrock'],http://en.wikipedia.org/wiki/Uriah Heep (band)
Calexico,524,264,22,['indie'],http://en.wikipedia.org/wiki/Calexico (band)
Joseph Haydn,47833,49128,2714,[],
Huey Lewis and the News,1534,109,14,"['pop', 'rock', 'alternative']",http://en.wikipedia.org/wiki/Huey Lewis and the News
KC and the Sunshine Band,24887,220,27,"['pop', 'electronics', 'disco']",http://en.wikipedia.org/wiki/KC and the Sunshine Band
Carole King,621,325,30,"['pop', 'rock', 'folk']",http://en.wikipedia.org/wiki/Carole King
Social Distortion,14730,89,7,"['rock', 'rnr', 'punk']",http://en.wikipedia.org/wiki/Social Distortion
Box Car Racer,1831,13,1,"['pop', 'rock']",http://en.wikipedia.org/wiki/Box Car Racer
Enter Shikari,216910,85,13,['posthardcore'],http://en.wikipedia.org/wiki/Enter Shikari
Cults,3962,50,9,"['indie', 'pop', 'alternative']",http://en.wikipedia.org/wiki/Cults (band)
Status Quo,166132,542,67,['hardrock'],http://en.wikipedia.org/wiki/Status Quo (band)
Temple of the Dog,926,13,2,"['pop', 'alternative', 'rock']",http://en.wikipedia.org/wiki/Temple of the Dog
Chingy,1709,193,51,"['rap', 'foreignrap', 'pop']",http://en.wikipedia.org/wiki/Chingy
DJ Fresh,15578,102,21,['dnb'],http://en.wikipedia.org/wiki/DJ Fresh
Chicane,3692,24,3,"['dance', 'house']",http://en.wikipedia.org/wiki/Chicane (musician)
SOiL,14653,75,8,['alternativemetal'],http://en.wikipedia.org/wiki/Soil (American band)
Shiny Toy Guns,754,59,8,"['rock', 'electronics', 'dance']",http://en.wikipedia.org/wiki/Shiny Toy Guns
Kosheen,25626,97,13,['breakbeatgenre'],http://en.wikipedia.org/wiki/Kosheen
Extreme,2839,76,10,['hardrock'],http://en.wikipedia.org/wiki/Extreme (band)
Slightly Stoopid,2534,183,27,"['reggae', 'rock', 'ska']",http://en.wikipedia.org/wiki/Slightly Stoopid
Steve Aoki,47701,391,102,['edmgenre'],http://en.wikipedia.org/wiki/Steve Aoki
Millencolin,8130,156,17,['punk'],http://en.wikipedia.org/wiki/Millencolin
Juanes,121259,177,42,"['pop', 'latinfolk', 'foreignrap']",http://en.wikipedia.org/wiki/Juanes
Cheryl,3359,86,11,"['pop', 'dance']",http://en.wikipedia.org/wiki/Cheryl (singer)
Yung Joc,299,156,27,"['rap', 'pop', 'soul']",http://en.wikipedia.org/wiki/Yung Joc
Soulfly,18144,174,18,['thrashmetal'],http://en.wikipedia.org/wiki/Soulfly
Mark Knopfler,29863,302,34,"['rock', 'pop', 'country']",http://en.wikipedia.org/wiki/Mark Knopfler
Ghostface Killah,4978,661,63,"['rap', 'rnb', 'house']",http://en.wikipedia.org/wiki/Ghostface Killah
Real Estate,541,62,12,['indie'],http://en.wikipedia.org/wiki/Real Estate (band)
Dave Brubeck,41277,2106,326,['bebopgenre'],http://en.wikipedia.org/wiki/Dave Brubeck
SBTRKT,1946,90,14,['ukgaragegenre'],http://en.wikipedia.org/wiki/Sbtrkt
Meghan Trainor,60201,96,4,"['pop', 'holiday', 'dance']",http://en.wikipedia.org/wiki/Meghan Trainor
Richard Wagner,72524,26239,1245,"['classical', 'vocal', 'classicalmasterpieces']",
Sonata Arctica,37606,126,23,['epicmetal'],http://en.wikipedia.org/wiki/Sonata Arctica
"Crosby, Stills & Nash",1106,146,15,['folkrock'],"http://en.wikipedia.org/wiki/Crosby, Stills, Nash & Young"
Hank Williams,2047,1275,246,"['country', 'pop', 'jazz']",http://en.wikipedia.org/wiki/Hank Williams
The Bird and the Bee,561,83,19,['indie'],http://en.wikipedia.org/wiki/The Bird and the Bee
Alabama Shakes,5727,31,5,['rock'],http://en.wikipedia.org/wiki/Alabama Shakes
Westlife,6037,194,7,"['pop', 'holiday', 'foreignbard']",http://en.wikipedia.org/wiki/Westlife
Grandaddy,410,93,13,['indie'],http://en.wikipedia.org/wiki/Grandaddy
Manowar,154164,78,8,['classicmetal'],http://en.wikipedia.org/wiki/Manowar
The Bloody Beetroots,5233,161,30,"['electronics', 'dance', 'pop']",http://en.wikipedia.org/wiki/The Bloody Beetroots
The Proclaimers,1122,191,17,"['pop', 'rock', 'alternative']",http://en.wikipedia.org/wiki/The Proclaimers
Ash,110885,286,135,"['rap', 'pop', 'electronics']",http://en.wikipedia.org/wiki/Ash (band)
DJ Snake,334186,118,34,"['dance', 'electronics', 'rap']",http://en.wikipedia.org/wiki/DJ Snake
Warren G,1805,100,9,"['rap', 'dnb']",http://en.wikipedia.org/wiki/Warren G
The Pointer Sisters,73622,142,10,"['pop', 'rnb', 'dance']",http://en.wikipedia.org/wiki/The Pointer Sisters
Sky Ferreira,8666,35,5,"['pop', 'alternative']",http://en.wikipedia.org/wiki/Sky Ferreira
New Radicals,551,13,2,"['pop', 'rock']",http://en.wikipedia.org/wiki/New Radicals
A Flock of Seagulls,928,105,15,"['pop', 'rock', 'electronics']",http://en.wikipedia.org/wiki/A Flock of Seagulls
Gin Blossoms,141,90,13,"['rock', 'pop']",http://en.wikipedia.org/wiki/Gin Blossoms
Starship,1190,103,22,"['rock', 'pop', 'trance']",http://en.wikipedia.org/wiki/Starship (band)
Bill Evans,14085,2471,305,['bebopgenre'],http://en.wikipedia.org/wiki/Bill Evans
Sarah Brightman,13123,297,30,['pop'],http://en.wikipedia.org/wiki/Sarah Brightman
Hanson,584,195,30,"['rock', 'pop', 'holiday']",http://en.wikipedia.org/wiki/Hanson (band)
Mr. Oizo,3741,171,17,"['electronics', 'films', 'soul']",http://en.wikipedia.org/wiki/Quentin Dupieux
Bassnectar,93712,167,29,"['electronics', 'dubstep', 'dance']",http://en.wikipedia.org/wiki/Bassnectar
Filter,3434,103,16,['alternativemetal'],http://en.wikipedia.org/wiki/Filter (band)
French Montana,45813,833,88,"['rap', 'pop', 'foreignrap']",http://en.wikipedia.org/wiki/French Montana
Example,27648,174,37,"['dance', 'rap', 'edmgenre']",http://en.wikipedia.org/wiki/Example (musician)
James Horner,4172,763,45,"['soundtrack', 'films', 'classical']",http://en.wikipedia.org/wiki/James Horner
Clipse,559,73,4,"['rap', 'foreignrap', 'pop']",http://en.wikipedia.org/wiki/Clipse
Sébastien Tellier,1839,170,38,"['electronics', 'indie', 'films']",http://en.wikipedia.org/wiki/Sébastien Tellier
Volbeat,56236,134,12,['classicmetal'],http://en.wikipedia.org/wiki/Volbeat
Carly Simon,379,285,24,"['pop', 'rock', 'vocal']",http://en.wikipedia.org/wiki/Carly Simon
The Starting Line,288,57,10,"['alternative', 'rock', 'pop']",http://en.wikipedia.org/wiki/The Starting Line
The Maine,804,156,35,['indie'],http://en.wikipedia.org/wiki/The Maine (band)
Emeli Sandé,10272,139,29,"['pop', 'dance', 'rap']",http://en.wikipedia.org/wiki/Emeli Sandé
Quantic,2054,363,78,['lounge'],
Bauhaus,18698,80,18,"['alternative', 'allrock', 'newwave']",http://en.wikipedia.org/wiki/Bauhaus (band)
Jerry Lee Lewis,113499,1734,276,"['rock', 'rnr', 'pop']",http://en.wikipedia.org/wiki/Jerry Lee Lewis
Jennifer Hudson,14740,107,6,"['rnb', 'pop', 'soundtrack']",http://en.wikipedia.org/wiki/Jennifer Hudson
India.Arie,7776,151,21,"['rnb', 'foreignbard', 'holiday']",http://en.wikipedia.org/wiki/India Arie
Eiffel 65,20186,74,26,"['electronics', 'dance', 'house']",http://en.wikipedia.org/wiki/Eiffel 65
De-Phazz,9461,249,24,['lounge'],http://en.wikipedia.org/wiki/De-Phazz
The Drifters,1947,1039,185,"['rnb', 'pop', 'rock']",http://en.wikipedia.org/wiki/The Drifters
Plan B,7826,103,20,['rap'],http://en.wikipedia.org/wiki/Plan B (musician)
Howlin’ Wolf,18087,814,169,"['blues', 'pop', 'rock']",http://en.wikipedia.org/wiki/Howlin' Wolf
Rooney,315,75,18,"['pop', 'indie', 'rap']",http://en.wikipedia.org/wiki/Rooney (band)
Stevie Ray Vaughan and Double Trouble,10925,65,1,"['rock', 'blues']",http://www.wikidata.org/wiki/q68561493
Fink,3335,115,40,"['alternative', 'folk', 'prog']",
Jon Hopkins,12175,142,35,['techno'],http://en.wikipedia.org/wiki/Jon Hopkins
Armand van Helden,936,301,61,"['dance', 'electronics', 'house']",http://en.wikipedia.org/wiki/Armand van Helden
Jeff Beck,10131,335,23,"['rock', 'hardrock', 'blues']",http://en.wikipedia.org/wiki/Jeff Beck
Travie McCoy,2096,35,9,"['pop', 'rap', 'foreignrap']",http://en.wikipedia.org/wiki/Travie McCoy
Booker T. & The MG’s,3009,124,24,"['rnb', 'rock', 'soul']",http://en.wikipedia.org/wiki/Booker T. & the M.G.'s
Fugazi,869,8,4,"['rap', 'rusrap']",http://en.wikipedia.org/wiki/Fugazi
Slowdive,18216,59,2,"['indie', 'alternative', 'rock']",http://en.wikipedia.org/wiki/Slowdive
Guster,317,160,45,"['alternative', 'rock', 'house']",http://en.wikipedia.org/wiki/Guster
The Presets,925,127,23,"['electronics', 'dance', 'pop']",http://en.wikipedia.org/wiki/The Presets
Gorilla Zoe,1354,536,61,"['rap', 'pop', 'dance']",http://en.wikipedia.org/wiki/Gorilla Zoe
The Pigeon Detectives,711,57,5,"['rock', 'alternative', 'indie']",http://en.wikipedia.org/wiki/The Pigeon Detectives
Don Omar,80497,311,47,"['pop', 'latinfolk', 'reggaeton']",http://en.wikipedia.org/wiki/Don Omar
Better Than Ezra,177,98,15,"['rock', 'alternative', 'electronics']",http://en.wikipedia.org/wiki/Better Than Ezra
Jesse McCartney,603,78,14,"['pop', 'rock']",http://en.wikipedia.org/wiki/Jesse McCartney
Lil Jon,63128,249,53,"['rap', 'dance', 'pop']",http://en.wikipedia.org/wiki/Lil Jon
STRFKR,1505,63,7,"['electronics', 'alternative', 'indie']",http://en.wikipedia.org/wiki/Strfkr
Jill Scott,5965,180,17,"['rnb', 'soul', 'jazz']",
Toots & The Maytals,8382,320,56,"['reggae', 'ska', 'folk']",http://en.wikipedia.org/wiki/Toots and the Maytals
The Breeders,2802,77,12,['alternative'],http://en.wikipedia.org/wiki/The Breeders
Maurice Ravel,27342,19277,1965,"['classical', 'modern', 'classicalmasterpieces']",
Chaka Khan,22559,314,52,"['rnb', 'pop', 'dance']",http://en.wikipedia.org/wiki/Chaka Khan
MF DOOM,10712,435,42,"['rap', 'alternative', 'foreignrap']",http://en.wikipedia.org/wiki/MF Doom
Texas,3503,154,26,"['rock', 'pop', 'dance']",http://en.wikipedia.org/wiki/Texas (band)
Porter Robinson,5292,50,9,"['dance', 'electronics', 'pop']",http://en.wikipedia.org/wiki/Porter Robinson
ScHoolboy Q,42279,163,19,"['rap', 'rnb', 'edmgenre']",http://en.wikipedia.org/wiki/Schoolboy Q
The Sounds,503114,84,22,['newwave'],http://en.wikipedia.org/wiki/The Sounds
Julian Casablancas,3948,21,1,"['alternative', 'indie']",http://en.wikipedia.org/wiki/Julian Casablancas
The Devil Wears Prada,11536,101,15,['metalcoregenre'],http://en.wikipedia.org/wiki/The Devil Wears Prada (band)
Parkway Drive,21432,103,9,['metalcoregenre'],http://en.wikipedia.org/wiki/Parkway Drive
BANKS,38250,96,11,['indie'],http://en.wikipedia.org/wiki/Banks (singer)
Belinda Carlisle,4340,93,12,"['pop', 'folk', 'house']",http://en.wikipedia.org/wiki/Belinda Carlisle
Cradle of Filth,25536,242,22,['blackmetal'],http://en.wikipedia.org/wiki/Cradle of Filth
The Lovin’ Spoonful,1054,123,9,"['rock', 'pop', 'prog']",http://en.wikipedia.org/wiki/The Lovin' Spoonful
Natalia Kills,3315,47,8,"['pop', 'dance', 'electronics']",http://en.wikipedia.org/wiki/Teddy Sinclair
Ferry Corsten,92474,258,57,['trance'],http://en.wikipedia.org/wiki/Ferry Corsten
Gary Numan,3227,422,64,"['alternative', 'electronics', 'rock']",http://en.wikipedia.org/wiki/Gary Numan
Spiritualized,896,101,7,"['rock', 'alternative', 'experimental']",http://en.wikipedia.org/wiki/Spiritualized
Above & Beyond,108236,1546,252,['trance'],http://en.wikipedia.org/wiki/Above & Beyond (band)
MØ,36472,92,10,"['pop', 'rap', 'electronics']",http://en.wikipedia.org/wiki/MØ
Kim Wilde,3581,203,33,"['pop', 'dance', 'rock']",http://en.wikipedia.org/wiki/Kim Wilde
Los Campesinos!,293,57,7,['alternative'],http://en.wikipedia.org/wiki/Los Campesinos!
George Ezra,12071,34,0,['foreignbard'],http://en.wikipedia.org/wiki/George Ezra
Tom Odell,163781,96,1,['foreignbard'],http://en.wikipedia.org/wiki/Tom Odell
All Saints,974,114,23,"['pop', 'dance']",http://en.wikipedia.org/wiki/All Saints (group)
The Dave Brubeck Quartet,9059,899,151,['bebopgenre'],
Rick James,23585,144,20,"['rnb', 'funk', 'foreignrap']",http://en.wikipedia.org/wiki/Rick James
Mylo,260,59,16,"['pop', 'electronics', 'dance']",http://en.wikipedia.org/wiki/Mylo
Shawn Mendes,166330,90,23,"['pop', 'soundtrack']",http://en.wikipedia.org/wiki/Shawn Mendes
Chairlift,649,25,1,['indie'],http://en.wikipedia.org/wiki/Chairlift (band)
Pretty Lights,1607,27,4,['electronics'],http://en.wikipedia.org/wiki/Pretty Lights
Gloria Gaynor,958270,307,58,"['pop', 'dance', 'disco']",http://en.wikipedia.org/wiki/Gloria Gaynor
